Risk factor,Linked disease,Age group,Year,Sex,Attributable deaths,Attributable YLL,Attributable YLD,Attributable DALY
Cannabis use,Depressive disorders,15–24,2018,Persons,0,0,249.8,249.8
Cannabis use,Depressive disorders,25–34,2003,Females,0,0,82.7,82.7
Cannabis use,Depressive disorders,25–34,2003,Males,0,0,138.5,138.5
Cannabis use,Depressive disorders,25–34,2003,Persons,0,0,221.2,221.2
Cannabis use,Depressive disorders,25–34,2011,Females,0,0,74.2,74.2
Cannabis use,Depressive disorders,25–34,2011,Males,0,0,126.1,126.1
Cannabis use,Depressive disorders,25–34,2011,Persons,0,0,200.2,200.2
Cannabis use,Depressive disorders,25–34,2015,Females,0,0,87.5,87.5
Cannabis use,Depressive disorders,25–34,2015,Males,0,0,149,149
Cannabis use,Depressive disorders,25–34,2015,Persons,0,0,236.5,236.5
Cannabis use,Depressive disorders,25–34,2018,Females,0,0.3,100.6,100.8
Cannabis use,Depressive disorders,25–34,2018,Males,0,0,170.7,170.7
Cannabis use,Depressive disorders,25–34,2018,Persons,0,0.3,271.3,271.6
Cannabis use,Depressive disorders,35–44,2003,Females,0,0,42.9,42.9
Cannabis use,Depressive disorders,35–44,2003,Males,0,0,85.9,85.9
Cannabis use,Depressive disorders,35–44,2003,Persons,0,0,128.8,128.8
Cannabis use,Depressive disorders,35–44,2011,Females,0,0,39.7,39.7
Cannabis use,Depressive disorders,35–44,2011,Males,0,0,76.4,76.4
Cannabis use,Depressive disorders,35–44,2011,Persons,0,0,116.1,116.1
Cannabis use,Depressive disorders,35–44,2015,Females,0,0,41.9,41.9
Cannabis use,Depressive disorders,35–44,2015,Males,0,0,82.2,82.2
Cannabis use,Depressive disorders,35–44,2015,Persons,0,0,124.1,124.1
Cannabis use,Depressive disorders,35–44,2018,Females,0,0,45.5,45.5
Cannabis use,Depressive disorders,35–44,2018,Males,0,0,90.5,90.5
Cannabis use,Depressive disorders,35–44,2018,Persons,0,0,136.1,136.1
Cannabis use,Depressive disorders,45–54,2003,Females,0,0,18.8,18.8
Cannabis use,Depressive disorders,45–54,2003,Males,0,0.2,31.1,31.3
Cannabis use,Depressive disorders,45–54,2003,Persons,0,0.2,49.9,50.1
Cannabis use,Depressive disorders,45–54,2011,Females,0,0,18.2,18.2
Cannabis use,Depressive disorders,45–54,2011,Males,0,0.2,29.7,29.9
Cannabis use,Depressive disorders,45–54,2011,Persons,0,0.3,47.8,48.1
Cannabis use,Depressive disorders,45–54,2015,Females,0,0,19.3,19.3
Cannabis use,Depressive disorders,45–54,2015,Males,0,0,31.3,31.3
Cannabis use,Depressive disorders,45–54,2015,Persons,0,0,50.6,50.6
Cannabis use,Depressive disorders,45–54,2018,Females,0,0,20.8,20.8
Cannabis use,Depressive disorders,45–54,2018,Males,0,0,33.8,33.8
Cannabis use,Depressive disorders,45–54,2018,Persons,0,0,54.6,54.6
Cannabis use,Depressive disorders,55–64,2003,Females,0,0,4.6,4.6
Cannabis use,Depressive disorders,55–64,2003,Males,0,0,4.5,4.6
Cannabis use,Depressive disorders,55–64,2003,Persons,0,0.1,9.1,9.2
Cannabis use,Depressive disorders,55–64,2011,Females,0,0,5.3,5.3
Cannabis use,Depressive disorders,55–64,2011,Males,0,0.1,5.1,5.2
Cannabis use,Depressive disorders,55–64,2011,Persons,0,0.1,10.4,10.5
Cannabis use,Depressive disorders,55–64,2015,Females,0,0,5.8,5.8
Cannabis use,Depressive disorders,55–64,2015,Males,0,0.1,5.5,5.5
Cannabis use,Depressive disorders,55–64,2015,Persons,0,0.1,11.3,11.3
Cannabis use,Depressive disorders,55–64,2018,Females,0,0,6.2,6.2
Cannabis use,Depressive disorders,55–64,2018,Males,0,0,5.9,6
Cannabis use,Depressive disorders,55–64,2018,Persons,0,0,12.2,12.2
Cannabis use,Depressive disorders,65–84,2003,Females,0,0,1.7,1.7
Cannabis use,Depressive disorders,65–84,2003,Males,0,0,2,2.1
Cannabis use,Depressive disorders,65–84,2003,Persons,0,0.1,3.7,3.8
Cannabis use,Depressive disorders,65–84,2011,Females,0,0,2,2
Cannabis use,Depressive disorders,65–84,2011,Males,0,0,2.4,2.5
Cannabis use,Depressive disorders,65–84,2011,Persons,0,0.1,4.4,4.5
Cannabis use,Depressive disorders,65–84,2015,Females,0,0,2.3,2.3
Cannabis use,Depressive disorders,65–84,2015,Males,0,0.1,2.9,3
Cannabis use,Depressive disorders,65–84,2015,Persons,0,0.1,5.2,5.3
Cannabis use,Depressive disorders,65–84,2018,Females,0,0.1,2.6,2.6
Cannabis use,Depressive disorders,65–84,2018,Males,0,0,3.3,3.3
Cannabis use,Depressive disorders,65–84,2018,Persons,0,0.1,5.8,5.9
Cannabis use,Depressive disorders,85+,2003,Females,0,0,0.1,0.1
Cannabis use,Depressive disorders,85+,2003,Males,0,0,0.1,0.1
Cannabis use,Depressive disorders,85+,2003,Persons,0,0,0.1,0.2
Cannabis use,Depressive disorders,85+,2011,Females,0,0,0.1,0.1
Cannabis use,Depressive disorders,85+,2011,Males,0,0,0.1,0.1
Cannabis use,Depressive disorders,85+,2011,Persons,0,0,0.2,0.2
Cannabis use,Depressive disorders,85+,2015,Females,0,0,0.1,0.1
Cannabis use,Depressive disorders,85+,2015,Males,0,0,0.1,0.1
Cannabis use,Depressive disorders,85+,2015,Persons,0,0.1,0.2,0.3
Cannabis use,Depressive disorders,85+,2018,Females,0,0,0.1,0.2
Cannabis use,Depressive disorders,85+,2018,Males,0,0,0.1,0.1
Cannabis use,Depressive disorders,85+,2018,Persons,0,0,0.2,0.3
Cannabis use,Drug use disorders (excluding alcohol),15–24,2003,Females,1.7,107.5,664.9,772.4
Cannabis use,Drug use disorders (excluding alcohol),15–24,2003,Males,2,131.2,1205.2,1336.4
Cannabis use,Drug use disorders (excluding alcohol),15–24,2003,Persons,3.7,238.7,1870.2,2108.9
Cannabis use,Drug use disorders (excluding alcohol),15–24,2011,Females,0.1,3.6,582.6,586.2
Cannabis use,Drug use disorders (excluding alcohol),15–24,2011,Males,0.4,27.2,1078.6,1105.8
Cannabis use,Drug use disorders (excluding alcohol),15–24,2011,Persons,0.5,30.8,1661.2,1692
Cannabis use,Drug use disorders (excluding alcohol),15–24,2015,Females,0.2,15.4,640.4,655.8
Cannabis use,Drug use disorders (excluding alcohol),15–24,2015,Males,0.4,27.5,1167.5,1195
Cannabis use,Drug use disorders (excluding alcohol),15–24,2015,Persons,0.7,42.9,1807.9,1850.8
Cannabis use,Drug use disorders (excluding alcohol),15–24,2018,Females,0.1,7.1,707.7,714.8
Cannabis use,Drug use disorders (excluding alcohol),15–24,2018,Males,0.1,7.1,1282.8,1289.8
Cannabis use,Drug use disorders (excluding alcohol),15–24,2018,Persons,0.2,14.1,1990.5,2004.6
Cannabis use,Drug use disorders (excluding alcohol),25–34,2003,Females,1.6,94.5,445.1,539.7
Cannabis use,Drug use disorders (excluding alcohol),25–34,2003,Males,4,228.4,944.9,1173.4
Cannabis use,Drug use disorders (excluding alcohol),25–34,2003,Persons,5.6,323,1390.1,1713
Cannabis use,Drug use disorders (excluding alcohol),25–34,2011,Females,0.5,30.5,398,428.5
Cannabis use,Drug use disorders (excluding alcohol),25–34,2011,Males,1.7,97,863.2,960.1
Cannabis use,Drug use disorders (excluding alcohol),25–34,2011,Persons,2.3,127.4,1261.2,1388.6
Cannabis use,Drug use disorders (excluding alcohol),25–34,2015,Females,0.4,21.4,470.3,491.8
Cannabis use,Drug use disorders (excluding alcohol),25–34,2015,Males,0.6,32.8,1018.9,1051.7
Cannabis use,Drug use disorders (excluding alcohol),25–34,2015,Persons,1,54.2,1489.2,1543.4
Cannabis use,Drug use disorders (excluding alcohol),25–34,2018,Females,0.3,14.5,540.2,554.7
Cannabis use,Drug use disorders (excluding alcohol),25–34,2018,Males,0,2.1,1169.2,1171.3
Cannabis use,Drug use disorders (excluding alcohol),25–34,2018,Persons,0.3,16.6,1709.4,1726
Cannabis use,Drug use disorders (excluding alcohol),35–44,2003,Females,2.2,104.2,224.5,328.7
Cannabis use,Drug use disorders (excluding alcohol),35–44,2003,Males,2.1,98.9,489.5,588.4
Cannabis use,Drug use disorders (excluding alcohol),35–44,2003,Persons,4.3,203,714,917
Cannabis use,Drug use disorders (excluding alcohol),35–44,2011,Females,0.7,32.7,207.3,240
Cannabis use,Drug use disorders (excluding alcohol),35–44,2011,Males,1.7,80.1,435,515.1
Cannabis use,Drug use disorders (excluding alcohol),35–44,2011,Persons,2.4,112.8,642.3,755.1
Cannabis use,Drug use disorders (excluding alcohol),35–44,2015,Females,0.1,6.6,218.9,225.5
Cannabis use,Drug use disorders (excluding alcohol),35–44,2015,Males,0.4,19.6,467.5,487.1
Cannabis use,Drug use disorders (excluding alcohol),35–44,2015,Persons,0.6,26.2,686.3,712.6
Cannabis use,Drug use disorders (excluding alcohol),35–44,2018,Females,0.4,17.4,238.3,255.7
Cannabis use,Drug use disorders (excluding alcohol),35–44,2018,Males,0.4,17.1,515.6,532.7
Cannabis use,Drug use disorders (excluding alcohol),35–44,2018,Persons,0.7,34.5,753.9,788.4
Cannabis use,Drug use disorders (excluding alcohol),45–54,2003,Females,0.7,27.9,98.1,126
Cannabis use,Drug use disorders (excluding alcohol),45–54,2003,Males,0.6,22.9,215.9,238.7
Cannabis use,Drug use disorders (excluding alcohol),45–54,2003,Persons,1.3,50.8,314,364.7
Cannabis use,Drug use disorders (excluding alcohol),45–54,2011,Females,0.4,15.3,94.8,110.2
Cannabis use,Drug use disorders (excluding alcohol),45–54,2011,Males,0.8,28.7,205.5,234.2
Cannabis use,Drug use disorders (excluding alcohol),45–54,2011,Persons,1.2,44.1,300.3,344.4
Cannabis use,Drug use disorders (excluding alcohol),45–54,2015,Females,0.5,18,100.6,118.7
Cannabis use,Drug use disorders (excluding alcohol),45–54,2015,Males,0.9,35.8,216.8,252.6
Cannabis use,Drug use disorders (excluding alcohol),45–54,2015,Persons,1.4,53.8,317.5,371.3
Cannabis use,Drug use disorders (excluding alcohol),45–54,2018,Females,0.1,4.9,108.8,113.7
Cannabis use,Drug use disorders (excluding alcohol),45–54,2018,Males,0.5,17.8,234.7,252.5
Cannabis use,Drug use disorders (excluding alcohol),45–54,2018,Persons,0.6,22.7,343.5,366.2
Cannabis use,Drug use disorders (excluding alcohol),55–64,2003,Females,0.1,3.6,30.3,34
Cannabis use,Drug use disorders (excluding alcohol),55–64,2003,Males,0.3,9.4,65.8,75.2
Cannabis use,Drug use disorders (excluding alcohol),55–64,2003,Persons,0.4,13.1,96.2,109.2
Cannabis use,Drug use disorders (excluding alcohol),55–64,2011,Females,0.1,2.9,35,37.9
Cannabis use,Drug use disorders (excluding alcohol),55–64,2011,Males,0.2,6.1,74.1,80.1
Cannabis use,Drug use disorders (excluding alcohol),55–64,2011,Persons,0.3,9,109.1,118.1
Cannabis use,Drug use disorders (excluding alcohol),55–64,2015,Females,0.1,1.9,38.3,40.3
Cannabis use,Drug use disorders (excluding alcohol),55–64,2015,Males,0.4,10.8,79.3,90
Cannabis use,Drug use disorders (excluding alcohol),55–64,2015,Persons,0.4,12.7,117.6,130.3
Cannabis use,Drug use disorders (excluding alcohol),55–64,2018,Females,0,0.7,41.6,42.3
Cannabis use,Drug use disorders (excluding alcohol),55–64,2018,Males,0.1,3.8,85.5,89.3
Cannabis use,Drug use disorders (excluding alcohol),55–64,2018,Persons,0.2,4.5,127.1,131.6
Cannabis use,Drug use disorders (excluding alcohol),65–84,2003,Females,0.1,1.6,17.9,19.5
Cannabis use,Drug use disorders (excluding alcohol),65–84,2003,Males,0.2,2.6,33.9,36.5
Cannabis use,Drug use disorders (excluding alcohol),65–84,2003,Persons,0.3,4.2,51.8,56
Cannabis use,Drug use disorders (excluding alcohol),65–84,2011,Females,0,0.1,20.7,20.7
Cannabis use,Drug use disorders (excluding alcohol),65–84,2011,Males,0.2,3.9,40.3,44.2
Cannabis use,Drug use disorders (excluding alcohol),65–84,2011,Persons,0.2,4,61,64.9
Cannabis use,Drug use disorders (excluding alcohol),65–84,2015,Females,0.2,2.5,24.1,26.6
Cannabis use,Drug use disorders (excluding alcohol),65–84,2015,Males,0.1,1.3,47.7,48.9
Cannabis use,Drug use disorders (excluding alcohol),65–84,2015,Persons,0.2,3.8,71.7,75.5
Cannabis use,Drug use disorders (excluding alcohol),65–84,2018,Females,0.1,0.8,26.9,27.7
Cannabis use,Drug use disorders (excluding alcohol),65–84,2018,Males,0,0,53.4,53.4
Cannabis use,Drug use disorders (excluding alcohol),65–84,2018,Persons,0.1,0.8,80.3,81.1
Cannabis use,Drug use disorders (excluding alcohol),85+,2003,Females,0,0,1.2,1.2
Cannabis use,Drug use disorders (excluding alcohol),85+,2003,Males,0,0,1.4,1.4
Cannabis use,Drug use disorders (excluding alcohol),85+,2003,Persons,0,0,2.6,2.6
Cannabis use,Drug use disorders (excluding alcohol),85+,2011,Females,0,0,1.6,1.6
Cannabis use,Drug use disorders (excluding alcohol),85+,2011,Males,0,0,2.2,2.2
Cannabis use,Drug use disorders (excluding alcohol),85+,2011,Persons,0,0.1,3.8,3.8
Cannabis use,Drug use disorders (excluding alcohol),85+,2015,Females,0.1,0.3,1.8,2.1
Cannabis use,Drug use disorders (excluding alcohol),85+,2015,Males,0.1,0.7,2.6,3.3
Cannabis use,Drug use disorders (excluding alcohol),85+,2015,Persons,0.1,1,4.4,5.4
Cannabis use,Drug use disorders (excluding alcohol),85+,2018,Females,0,0,1.9,1.9
Cannabis use,Drug use disorders (excluding alcohol),85+,2018,Males,0,0,2.9,3
Cannabis use,Drug use disorders (excluding alcohol),85+,2018,Persons,0,0,4.8,4.8
Cannabis use,Poisoning,15–24,2003,Females,0.3,19.7,0.5,20.1
Cannabis use,Poisoning,15–24,2003,Males,0.6,41.3,0.5,41.8
Cannabis use,Poisoning,15–24,2003,Persons,0.9,61,1,62
Cannabis use,Poisoning,15–24,2011,Females,0.9,59.7,1.8,61.5
Cannabis use,Poisoning,15–24,2011,Males,2.8,182.1,2.5,184.6
Cannabis use,Poisoning,15–24,2011,Persons,3.7,241.9,4.2,246.1
Cannabis use,Poisoning,15–24,2015,Females,0.6,42,1.7,43.7
Cannabis use,Poisoning,15–24,2015,Males,2.8,182.2,2.7,184.9
Cannabis use,Poisoning,15–24,2015,Persons,3.5,224.2,4.4,228.6
Cannabis use,Poisoning,15–24,2018,Females,2.6,169.6,3.8,173.4
Cannabis use,Poisoning,15–24,2018,Males,6.9,453.2,4.6,457.7
Cannabis use,Poisoning,15–24,2018,Persons,9.6,622.8,8.4,631.1
Cannabis use,Poisoning,25–34,2003,Females,0.5,25.8,0.5,26.3
Cannabis use,Poisoning,25–34,2003,Males,1.7,96.5,0.7,97.2
Cannabis use,Poisoning,25–34,2003,Persons,2.2,122.2,1.2,123.4
Cannabis use,Poisoning,25–34,2011,Females,3.3,182.9,2,184.9
Cannabis use,Poisoning,25–34,2011,Males,12.8,724.6,3.9,728.4
Cannabis use,Poisoning,25–34,2011,Persons,16.1,907.5,5.8,913.3
Cannabis use,Poisoning,25–34,2015,Females,3.6,202.1,2.5,204.6
Cannabis use,Poisoning,25–34,2015,Males,12.2,684.4,4.1,688.5
Cannabis use,Poisoning,25–34,2015,Persons,15.8,886.5,6.7,893.2
Cannabis use,Poisoning,25–34,2018,Females,5.7,320.4,4.7,325.1
Cannabis use,Poisoning,25–34,2018,Males,22.9,1295.8,7.1,1303
Cannabis use,Poisoning,25–34,2018,Persons,28.6,1616.2,11.9,1628.1
Cannabis use,Poisoning,35–44,2003,Females,0.7,30.9,0.4,31.3
Cannabis use,Poisoning,35–44,2003,Males,1.7,79.1,0.6,79.7
Cannabis use,Poisoning,35–44,2003,Persons,2.3,110,1,111
Cannabis use,Poisoning,35–44,2011,Females,4.3,199,1.7,200.7
Cannabis use,Poisoning,35–44,2011,Males,13.2,628.4,3.1,631.5
Cannabis use,Poisoning,35–44,2011,Persons,17.5,827.4,4.8,832.2
Cannabis use,Poisoning,35–44,2015,Females,8.5,397.7,2,399.8
Cannabis use,Poisoning,35–44,2015,Males,20.6,974,3.6,977.6
Cannabis use,Poisoning,35–44,2015,Persons,29.1,1371.7,5.6,1377.3
Cannabis use,Poisoning,35–44,2018,Females,11.8,557.1,3.7,560.8
Cannabis use,Poisoning,35–44,2018,Males,37.7,1771.6,6.1,1777.7
Cannabis use,Poisoning,35–44,2018,Persons,49.5,2328.7,9.9,2338.6
Cannabis use,Poisoning,45–54,2003,Females,0.5,18.8,0.3,19.1
Cannabis use,Poisoning,45–54,2003,Males,0.8,31.9,0.4,32.3
Cannabis use,Poisoning,45–54,2003,Persons,1.3,50.7,0.8,51.4
Cannabis use,Poisoning,45–54,2011,Females,5.3,197.3,1.6,199
Cannabis use,Poisoning,45–54,2011,Males,9.7,368.6,2.4,371
Cannabis use,Poisoning,45–54,2011,Persons,15,565.9,4,570
Cannabis use,Poisoning,45–54,2015,Females,6.7,253,2,254.9
Cannabis use,Poisoning,45–54,2015,Males,15.1,572,2.9,574.9
Cannabis use,Poisoning,45–54,2015,Persons,21.8,824.9,4.9,829.8
Cannabis use,Poisoning,45–54,2018,Females,15.8,591.6,4.2,595.8
Cannabis use,Poisoning,45–54,2018,Males,27.9,1058,5.1,1063.1
Cannabis use,Poisoning,45–54,2018,Persons,43.7,1649.6,9.3,1658.9
Cannabis use,Poisoning,55–64,2003,Females,0.2,6.1,0.2,6.3
Cannabis use,Poisoning,55–64,2003,Males,0.4,10.3,0.2,10.6
Cannabis use,Poisoning,55–64,2003,Persons,0.6,16.4,0.4,16.8
Cannabis use,Poisoning,55–64,2011,Females,3,85.3,0.9,86.2
Cannabis use,Poisoning,55–64,2011,Males,3.7,106.4,1.4,107.9
Cannabis use,Poisoning,55–64,2011,Persons,6.7,191.7,2.4,194.1
Cannabis use,Poisoning,55–64,2015,Females,5.6,161.8,1.3,163
Cannabis use,Poisoning,55–64,2015,Males,6.6,190.7,1.9,192.7
Cannabis use,Poisoning,55–64,2015,Persons,12.2,352.5,3.2,355.7
Cannabis use,Poisoning,55–64,2018,Females,9.2,265.6,2.8,268.4
Cannabis use,Poisoning,55–64,2018,Males,16.4,473,3.5,476.4
Cannabis use,Poisoning,55–64,2018,Persons,25.6,738.5,6.3,744.8
Cannabis use,Poisoning,65–84,2003,Females,0.3,5.2,0.2,5.4
Cannabis use,Poisoning,65–84,2003,Males,0.3,4.2,0.2,4.4
Cannabis use,Poisoning,65–84,2003,Persons,0.6,9.4,0.4,9.8
Cannabis use,Poisoning,65–84,2011,Females,2.6,40.8,1.5,42.4
Cannabis use,Poisoning,65–84,2011,Males,2.2,39.7,1.5,41.2
Cannabis use,Poisoning,65–84,2011,Persons,4.8,80.5,3,83.5
Cannabis use,Poisoning,65–84,2015,Females,2.4,39.8,2,41.9
Cannabis use,Poisoning,65–84,2015,Males,2.6,46.3,2.5,48.7
Cannabis use,Poisoning,65–84,2015,Persons,5,86.1,4.5,90.6
Cannabis use,Poisoning,65–84,2018,Females,5.9,101.8,3.8,105.6
Cannabis use,Poisoning,65–84,2018,Males,5,91.6,3.5,95.2
Cannabis use,Poisoning,65–84,2018,Persons,10.9,193.4,7.3,200.7
Cannabis use,Poisoning,85+,2003,Females,0.2,0.8,0.1,0.9
Cannabis use,Poisoning,85+,2003,Males,0,0,0,0
Cannabis use,Poisoning,85+,2003,Persons,0.2,0.9,0.1,0.9
Cannabis use,Poisoning,85+,2011,Females,0.8,4.8,0.5,5.3
Cannabis use,Poisoning,85+,2011,Males,0.5,3.5,0.3,3.8
Cannabis use,Poisoning,85+,2011,Persons,1.4,8.3,0.8,9
Cannabis use,Poisoning,85+,2015,Females,1,5.6,0.7,6.3
Cannabis use,Poisoning,85+,2015,Males,0.3,1.3,0.4,1.8
Cannabis use,Poisoning,85+,2015,Persons,1.3,7,1.1,8.1
Cannabis use,Poisoning,85+,2018,Females,1.2,6.5,0.8,7.3
Cannabis use,Poisoning,85+,2018,Males,0.5,2.6,0.5,3.1
Cannabis use,Poisoning,85+,2018,Persons,1.7,9.1,1.3,10.4
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2003,Females,0.9,57.9,5,62.9
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2003,Males,4.1,272.5,12.2,284.7
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2003,Persons,5,330.3,17.2,347.6
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2011,Females,0.4,29.1,2.5,31.6
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2011,Males,1.3,87,5.2,92.3
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2011,Persons,1.7,116.1,7.7,123.8
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2015,Females,0.3,19.7,2.1,21.8
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2015,Males,1.2,78.3,4.8,83.1
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2015,Persons,1.5,98,6.9,104.9
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2018,Females,0.3,16.7,2,18.7
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2018,Males,1.1,76,5.1,81.1
Cannabis use,Road traffic injuries - motor vehicle occupants,15–24,2018,Persons,1.4,92.7,7.1,99.8
Cannabis use,Road traffic injuries - motor vehicle occupants,25–34,2003,Females,0.3,14.8,2.2,17
Cannabis use,Road traffic injuries - motor vehicle occupants,25–34,2003,Males,3,171.8,11.6,183.4
Cannabis use,Road traffic injuries - motor vehicle occupants,25–34,2003,Persons,3.3,186.6,13.8,200.4
Cannabis use,Road traffic injuries - motor vehicle occupants,25–34,2011,Females,0.2,12.3,1.5,13.9
Cannabis use,Road traffic injuries - motor vehicle occupants,25–34,2011,Males,1.4,77.7,6.2,84
Cannabis use,Road traffic injuries - motor vehicle occupants,25–34,2011,Persons,1.6,90.1,7.8,97.8
